text,label,label_text,bvid,time
多推,2,positive,BV11VA6z2Eaj,2.237
说江南是说区位，不是经济能力,1,neutral,BV1gXPjzdEMg,51.6
我报赣南师大,1,neutral,BV1ih41147Z6,14.256
丝娃娃,1,neutral,BV1PiQZBvEbV,373.27
我报赣南师大,1,neutral,BV1ih41147Z6,14.775
肉肉追星成功啦!,2,positive,BV1tbq3YVErZ,82.948
多推,1,neutral,BV11VA6z2Eaj,10.771
《史上最恐怖的电影》,1,neutral,BV1GJ411x7h7,2.576
美国身份不复杂么？,1,neutral,BV1gXPjzdEMg,9.767
我爸刚弄死他,1,neutral,BV1ih41147Z6,1.842
适合睡觉,1,neutral,BV11VA6z2Eaj,15.31
我报赣南师大,1,neutral,BV1ih41147Z6,10.511
我爸刚弄死他,1,neutral,BV1ih41147Z6,75.628
火星大帝 没他这歌我根本不听,2,positive,BV1tbq3YVErZ,63.508
、：P-,1,neutral,BV1tbq3YVErZ,151.049
我爸刚弄死他,1,neutral,BV1ih41147Z6,2.28
风景绝了，BGM拉完了,2,positive,BV11VA6z2Eaj,12.262
开始许愿吧各位,2,positive,BV1GJ411x7h7,0.0
很好，适合我,2,positive,BV1dSwJzqELE,165.389
太可爱了两人,2,positive,BV1tbq3YVErZ,93.034
我报赣南师大,1,neutral,BV1ih41147Z6,5.007
羡慕火星哥,2,positive,BV1tbq3YVErZ,54.624
1亿助攻,1,neutral,BV1GJ411x7h7,7.02
麻辣,1,neutral,BV1PiQZBvEbV,44.916
这可不是石油诅咒别乱用,1,neutral,BV1gXPjzdEMg,294.373
波斯女孩，看看小昭就知道了,1,neutral,BV1gXPjzdEMg,264.761
以色列这么小啊,1,neutral,BV1gXPjzdEMg,223.196
你这是带了一头牛出门？吃不完的？,1,neutral,BV1PiQZBvEbV,177.196
实力派呀,2,positive,BV1GJ411x7h7,172.518
过亿了踢我,1,neutral,BV1GJ411x7h7,10.604
你一个吃了10块钱的,1,neutral,BV1PiQZBvEbV,78.681
不是我没钱啊,1,neutral,BV1tbq3YVErZ,48.532
江南是土耳其,1,neutral,BV1gXPjzdEMg,59.807
我是一万个点赞，正在反复横跳,2,positive,BV1GJ411x7h7,0.601
沙特为什么不挖人工河道,1,neutral,BV1gXPjzdEMg,208.427
viva la vida,2,positive,BV1tbq3YVErZ,128.176
咋换声优了？,1,neutral,BV1gXPjzdEMg,16.467
马上就只有军政府一个声音了,1,neutral,BV1gXPjzdEMg,157.968
以前的阿富汗富含矿产，别小看啊,1,neutral,BV1gXPjzdEMg,50.519
你说江南烟胧雨～～,1,neutral,BV11VA6z2Eaj,8.423
多推,1,neutral,BV11VA6z2Eaj,42.298
多听听年轻人的声音,1,neutral,BV1gXPjzdEMg,294.316
梦想中的样子,2,positive,BV11VA6z2Eaj,2.96
安常,1,neutral,BV11VA6z2Eaj,12.535
我报赣南师大,1,neutral,BV1ih41147Z6,16.28
A～～～～～～～～～～～,1,neutral,BV1ih41147Z6,88.115
现在只能托梦了,1,neutral,BV1gXPjzdEMg,152.105
哪吒,1,neutral,BV1tbq3YVErZ,35.904
甚至不如奥匈,1,neutral,BV1gXPjzdEMg,120.352
没有了解过,1,neutral,BV1Ey4y1874y,94.817
pcl2被骗来的,1,neutral,BV1GJ411x7h7,0.716
破亿预定,2,positive,BV1GJ411x7h7,16.958
来自星星的你,1,neutral,BV1tbq3YVErZ,151.345
灰色是沙漠，没人,1,neutral,BV1gXPjzdEMg,59.748
国家也不富,1,neutral,BV1gXPjzdEMg,293.95
前几天，无了,1,neutral,BV1gXPjzdEMg,97.958
阿富汗有江南富庶吗？？？？,1,neutral,BV1gXPjzdEMg,48.487
是不是发过一次了,1,neutral,BV1gXPjzdEMg,45.55
PCLCE给我气笑了,0,negative,BV1GJ411x7h7,80.069
这个mv真的看了让人心情变好,2,positive,BV1tbq3YVErZ,142.993
江南没这么穷,1,neutral,BV1gXPjzdEMg,47.725
我报赣南师大,1,neutral,BV1ih41147Z6,3.267
每日一遍，烦恼再见！,2,positive,BV1GJ411x7h7,0.0
我报赣南师大,1,neutral,BV1ih41147Z6,17.606
这是南浔古镇吗,1,neutral,BV11VA6z2Eaj,55.04
我的心之所向,2,positive,BV11VA6z2Eaj,10.701
波斯人,1,neutral,BV1gXPjzdEMg,10.287
火星哥少了往日的骚气,1,neutral,BV1tbq3YVErZ,76.693
裤脚和鞋已经湿了,1,neutral,BV11VA6z2Eaj,33.034
播放量9656万,1,neutral,BV1GJ411x7h7,6.82
自己点进来的,1,neutral,BV1GJ411x7h7,7.894
这是伊斯坦布尔的圣索菲亚大教堂吧,1,neutral,BV1gXPjzdEMg,303.358
我报赣南师大,1,neutral,BV1ih41147Z6,2.459
已经感觉墙上地上一层水雾了救命,0,negative,BV11VA6z2Eaj,6.156
整段拉完了,1,neutral,BV11VA6z2Eaj,94.261
赵本山,1,neutral,BV1tbq3YVErZ,13.546
根正苗红,2,positive,BV1gXPjzdEMg,13.204
我报赣南师大,1,neutral,BV1ih41147Z6,4.975
宗教忽悠不住年轻人了,1,neutral,BV1gXPjzdEMg,258.687
周庄,1,neutral,BV11VA6z2Eaj,59.108
跳伞 02:00,1,neutral,BV1ih41147Z6,5.667
原神NB,2,positive,BV1GJ411x7h7,154.232
波斯弯刀,1,neutral,BV1gXPjzdEMg,25.654
的确是雅利安人种,1,neutral,BV1rfwXz6Eih,53.427
xs,2,positive,BV1ih41147Z6,69.625
我报赣南师大,1,neutral,BV1ih41147Z6,15.494
封建皇帝和宰相,1,neutral,BV1gXPjzdEMg,91.205
江南在哪？,1,neutral,BV1gXPjzdEMg,43.326
喜欢,2,positive,BV11VA6z2Eaj,16.908
我报赣南师大,1,neutral,BV1ih41147Z6,23.104
天天下，下得心烦,0,negative,BV11VA6z2Eaj,42.879
旧视频新发,1,neutral,BV1gXPjzdEMg,56.296
一亿预订！,2,positive,BV1GJ411x7h7,0.427
好美,2,positive,BV11VA6z2Eaj,24.788
A-----------------------------------------,1,neutral,BV1ih41147Z6,79.062
我报赣南师大,1,neutral,BV1ih41147Z6,5.424
被变化了~,1,neutral,BV1gXPjzdEMg,104.654
流氓国家,1,neutral,BV1gXPjzdEMg,5.308
如听仙乐耳暂明,2,positive,BV1tbq3YVErZ,73.119
就是好听啊 忘记不开心,2,positive,BV1tbq3YVErZ,33.235
我报赣南师大,1,neutral,BV1ih41147Z6,26.242
霉菌狂喜,2,positive,BV11VA6z2Eaj,12.571
售楼部,1,neutral,BV1PiQZBvEbV,375.899
感觉鞋子已经湿了袜子也湿了,1,neutral,BV11VA6z2Eaj,21.491
我 的 世 界 地 下 城 下 载 地 址,1,neutral,BV1GJ411x7h7,0.0
君在白宫,1,neutral,BV1PiQZBvEbV,10.286
第二遍,1,neutral,BV1tbq3YVErZ,6.689
六进制,1,neutral,BV1Ey4y1874y,159.964
阿富汗：？我？江南？,1,neutral,BV1gXPjzdEMg,48.139
不是1/3，只有20%多点,1,neutral,BV1gXPjzdEMg,210.273
汪 汪 汪汪汪,1,neutral,BV1ih41147Z6,86.819
看了这个就发愁,0,negative,BV11VA6z2Eaj,15.747
生   活   必   需   品,1,neutral,BV1GJ411x7h7,0.0
我报赣南师大,1,neutral,BV1ih41147Z6,14.846
烟雨锁惆怅,1,neutral,BV11VA6z2Eaj,12.783
atp=adp+磷酸，是atp，不是apt,1,neutral,BV1tbq3YVErZ,6.115
真能瞎扯淡,0,negative,BV1gXPjzdEMg,45.312
裹卷,1,neutral,BV1PiQZBvEbV,603.412
火星怎么如此丝滑。。。,2,positive,BV1tbq3YVErZ,129.291
还不都是自己给自己下的套,1,neutral,BV1gXPjzdEMg,226.353
我说没雨真烦，你说雨淹江南,1,neutral,BV11VA6z2Eaj,1.313
"短期啦,长期啦",1,neutral,BV1gXPjzdEMg,241.897
专  业  骗  赞,0,negative,BV1GJ411x7h7,2.02
愿者上钩,1,neutral,BV1GJ411x7h7,7.996
烟雨江南,1,neutral,BV11VA6z2Eaj,49.562
mcpcl百宝箱,1,neutral,BV1GJ411x7h7,27.941
我报赣南师大,1,neutral,BV1ih41147Z6,2.845
自信点，就是反复无常,1,neutral,BV1gXPjzdEMg,145.055
行运一条龙不是阿媚我不认可,1,neutral,BV1MswJzREbd,164.581
西北人看到这场景羡慕哭了,2,positive,BV11VA6z2Eaj,41.512
这里能钓鱼吗？,1,neutral,BV11VA6z2Eaj,0.04
姑娘一句冬不寒，痴儿冻死在江南,1,neutral,BV11VA6z2Eaj,16.388
以色列隔那么远为啥啊,1,neutral,BV1gXPjzdEMg,197.864
是黔林山吧哈哈,1,neutral,BV1PiQZBvEbV,326.593
blackpink,1,neutral,BV1tbq3YVErZ,71.194
你是真没见过黑社会,1,neutral,BV1tbq3YVErZ,129.239
斩杀线,1,neutral,BV1MswJzREbd,68.155
你被骗了,1,neutral,BV1GJ411x7h7,0.0
我报赣南师大,1,neutral,BV1ih41147Z6,0.069
我爸刚弄死他,1,neutral,BV1ih41147Z6,66.435
Encoder Block,1,neutral,BV1Ey4y1874y,184.071
元朝：伊朗丢了,1,neutral,BV1gXPjzdEMg,38.482
匹夫无罪，怀璧其罪,1,neutral,BV1gXPjzdEMg,203.335
经典永流传,2,positive,BV1ih41147Z6,0.0
刚才应该是君女鹅在说话,1,neutral,BV1PiQZBvEbV,325.527
这里smoke为什么不翻译？,1,neutral,BV1tbq3YVErZ,64.707
Baby,1,neutral,BV1tbq3YVErZ,67.518
我爸刚弄死他,1,neutral,BV1ih41147Z6,3.454
啊啊啊啊啊这天气洗衣服百分百臭了,0,negative,BV11VA6z2Eaj,21.271
金凯瑞我滴神,2,positive,BV1MswJzREbd,2.06
我的刀盾,1,neutral,BV1GJ411x7h7,80.477
摸一把瓷砖一手水,1,neutral,BV11VA6z2Eaj,0.0
以色列的好战分子真的太可恶了！,0,negative,BV1rfwXz6Eih,72.882
主动受骗,1,neutral,BV1GJ411x7h7,101.011
《文化雷区》 这是 Ai 才会用到的词，,1,neutral,BV1gXPjzdEMg,65.706
加菲杀疯了,2,positive,BV1MswJzREbd,515.486
《活在裆下》,1,neutral,BV1ih41147Z6,111.952
我是一万个点赞，正在反复横跳,2,positive,BV1GJ411x7h7,3.064
我爸刚弄死他,1,neutral,BV1ih41147Z6,5.001
我报赣南师大,1,neutral,BV1ih41147Z6,6.403
我报赣南师大,1,neutral,BV1ih41147Z6,8.564
说江南是说区位，不是经济能力,1,neutral,BV1gXPjzdEMg,51.6
我报赣南师大,1,neutral,BV1ih41147Z6,4.804
我脸盘真大！,1,neutral,BV1ih41147Z6,2.84
灰色是沙漠，没人,1,neutral,BV1gXPjzdEMg,59.748
多推,1,neutral,BV11VA6z2Eaj,21.078
勾史,0,negative,BV1tbq3YVErZ,8.92
经理人,1,neutral,BV1gXPjzdEMg,114.153
塞上江南——阿富汗,1,neutral,BV1gXPjzdEMg,54.761
火星老仙，法力无边,2,positive,BV1tbq3YVErZ,92.845
很好，适合我,2,positive,BV1dSwJzqELE,161.618
阿契美尼德王朝,1,neutral,BV1gXPjzdEMg,26.52
我报赣南师大,1,neutral,BV1ih41147Z6,4.844
我报赣南师大,1,neutral,BV1ih41147Z6,4.643
火星来的哥哥,1,neutral,BV1tbq3YVErZ,68.715
我报赣南师大,1,neutral,BV1ih41147Z6,23.976
一亿预订,2,positive,BV1GJ411x7h7,0.0
咋换声优了？,1,neutral,BV1gXPjzdEMg,16.467
阿契美尼德王朝,1,neutral,BV1gXPjzdEMg,26.52
赞赞赞,2,positive,BV1Ey4y1874y,49.533
pcl！,1,neutral,BV1GJ411x7h7,48.755
官方正版,1,neutral,BV1tbq3YVErZ,5.801
被pcl2骗了,0,negative,BV1GJ411x7h7,63.047
红尘界域,1,neutral,BV11VA6z2Eaj,0.22
信仰一跃00:00,1,neutral,BV1GJ411x7h7,21.36
APT是仲钨酸铵,1,neutral,BV1tbq3YVErZ,7.485
钵钵鸡,1,neutral,BV1tbq3YVErZ,30.82
耳机党已阵亡,2,positive,BV1ih41147Z6,156.019
摆整齐好点,1,neutral,BV1Ey4y1874y,164.096
地图头疼得厉害啊哈不够,1,neutral,BV1tbq3YVErZ,144.921
有被链接骗过来的举个手,1,neutral,BV1GJ411x7h7,7.656
猴子猴仔唉～,1,neutral,BV1tbq3YVErZ,118.211
小昭的老家,1,neutral,BV1gXPjzdEMg,31.532
那中东国家 没意见了吧,1,neutral,BV1gXPjzdEMg,17.299
Me！,1,neutral,BV1tbq3YVErZ,145.129
你被骗了,0,negative,BV1GJ411x7h7,2.494
江南在哪呢,1,neutral,BV1gXPjzdEMg,45.391
奶奶~我想要吃萝卜！,2,positive,BV1ih41147Z6,44.798
政教合一的国家不会多好,1,neutral,BV1gXPjzdEMg,119.568
别夹带私货可以吗,0,negative,BV1MswJzREbd,128.407
你掉进陷阱了,1,neutral,BV1GJ411x7h7,82.117
说的好像以色列不信伊斯兰教似的,1,neutral,BV1gXPjzdEMg,1.308
感觉好好吃,2,positive,BV1PiQZBvEbV,472.495
泰坦陨落3发了,1,neutral,BV1GJ411x7h7,162.563
关键词：丢了,1,neutral,BV1gXPjzdEMg,44.179
被pcl2带进来的举个手！,1,neutral,BV1GJ411x7h7,94.251
很好，适合我,2,positive,BV1dSwJzqELE,159.37
那就是不算数啊,1,neutral,BV1gXPjzdEMg,113.896
地板和灶台全是水,1,neutral,BV11VA6z2Eaj,61.635
"短期啦,长期啦",1,neutral,BV1gXPjzdEMg,241.897
乌镇了,1,neutral,BV11VA6z2Eaj,20.72
封建皇帝和宰相,1,neutral,BV1gXPjzdEMg,91.205
拉完了,0,negative,BV11VA6z2Eaj,84.088
保证江山不变色,1,neutral,BV1gXPjzdEMg,134.803
阿富汗像江南？,1,neutral,BV1gXPjzdEMg,48.51
火星哥,1,neutral,BV1tbq3YVErZ,46.811
是不是发过一次了,1,neutral,BV1gXPjzdEMg,45.55
我爸刚弄死他,1,neutral,BV1ih41147Z6,75.664
这段好像嘻唰唰啊,1,neutral,BV1tbq3YVErZ,7.44
哈？阿富汗这么富？,1,neutral,BV1gXPjzdEMg,43.024
我报赣南师大,1,neutral,BV1ih41147Z6,29.664
哈哈 酱牛肉天天出场,2,positive,BV1PiQZBvEbV,171.67
很好，适合我,2,positive,BV1dSwJzqELE,161.709
波斯菊,1,neutral,BV1gXPjzdEMg,18.36
牛肚没了,1,neutral,BV1PiQZBvEbV,172.213
印度,1,neutral,BV1rfwXz6Eih,43.853
已经结束了,1,neutral,BV1gXPjzdEMg,98.594
破亿助攻,2,positive,BV1GJ411x7h7,9.992
流氓国家,1,neutral,BV1gXPjzdEMg,5.308
ol./,1,neutral,BV1tbq3YVErZ,138.906
风景绝了，BGM拉完了,2,positive,BV11VA6z2Eaj,11.203
B站经典一播放24个赞,1,neutral,BV1gXPjzdEMg,0.0
哇这部牛,2,positive,BV1rfwXz6Eih,190.091
波斯王子在美国喊话呢,1,neutral,BV1gXPjzdEMg,18.308
phigros第九章,1,neutral,BV1GJ411x7h7,39.286
衣服都是潮湿的！,0,negative,BV11VA6z2Eaj,26.851
我爸刚弄死他,1,neutral,BV1ih41147Z6,8.79
泡菜泡菜,1,neutral,BV1tbq3YVErZ,116.553
有没有人玩地平线,1,neutral,BV1GJ411x7h7,36.361
洗刷刷洗刷刷洗刷刷洗刷刷,1,neutral,BV1tbq3YVErZ,8.446
助攻一亿,1,neutral,BV1GJ411x7h7,24.221
怎么都丢了哈哈哈哈哈,2,positive,BV1gXPjzdEMg,51.945
二元制,1,neutral,BV1gXPjzdEMg,83.101
被子楼梯湿透咯,1,neutral,BV11VA6z2Eaj,19.276
你被骗了,0,negative,BV1GJ411x7h7,1.748
它配和大秦比吗？,1,neutral,BV1gXPjzdEMg,36.448
jkjip,1,neutral,BV1tbq3YVErZ,25.708
我爸刚弄死他,1,neutral,BV1ih41147Z6,71.715
我报赣南师大,1,neutral,BV1ih41147Z6,2.809
我爸刚弄死他,1,neutral,BV1ih41147Z6,64.128
我爸刚弄死他,1,neutral,BV1ih41147Z6,78.327
我报赣南师大,1,neutral,BV1ih41147Z6,66.857
已经结束了,1,neutral,BV1gXPjzdEMg,98.594
怎么感觉发过呢,1,neutral,BV1gXPjzdEMg,37.365
我想看到一亿播放,2,positive,BV1GJ411x7h7,0.878
以前的阿富汗富含矿产，别小看啊,1,neutral,BV1gXPjzdEMg,50.519
我报赣南师大,1,neutral,BV1ih41147Z6,6.215
我报赣南师大,1,neutral,BV1ih41147Z6,5.822
ccnnnnn,1,neutral,BV1tbq3YVErZ,35.045
怎么都丢了哈哈哈哈哈,2,positive,BV1gXPjzdEMg,51.945
bert larg eg,1,neutral,BV1Ey4y1874y,157.402
阿“富”汗,1,neutral,BV1gXPjzdEMg,47.779
现代人精神状态Be like:,1,neutral,BV1tbq3YVErZ,98.858
开头图片：你已急哭,1,neutral,BV1gXPjzdEMg,0.898
曲名《我爸刚弄死他》,1,neutral,BV1ih41147Z6,171.326
我看过逃离德黑兰 算吗,1,neutral,BV1rfwXz6Eih,12.218
我爸刚弄死他,1,neutral,BV1ih41147Z6,78.777
我爸刚弄死他,1,neutral,BV1ih41147Z6,3.268
我报赣南师大,1,neutral,BV1ih41147Z6,2.131
我爸刚弄死他,1,neutral,BV1ih41147Z6,65.188
有谁是手欠点PCL进来的,1,neutral,BV1GJ411x7h7,2.761
江南不是埃及？,1,neutral,BV1gXPjzdEMg,52.495
玩个pcl还被骗,0,negative,BV1GJ411x7h7,161.843
植二免费送球果了！,2,positive,BV1GJ411x7h7,10.8
江南烟雨中,1,neutral,BV11VA6z2Eaj,48.498
经理人,1,neutral,BV1gXPjzdEMg,114.153
旧视频新发,1,neutral,BV1gXPjzdEMg,56.296
我报赣南师大,1,neutral,BV1ih41147Z6,5.338
被窝都是湿的,1,neutral,BV11VA6z2Eaj,45.899
十年一剑斩王朝,1,neutral,BV11VA6z2Eaj,6.829
被变化了~,1,neutral,BV1gXPjzdEMg,104.654
混合大模型,1,neutral,BV1gXPjzdEMg,78.483
坏了（不是）,1,neutral,BV1PiQZBvEbV,259.722
666，高能预警,2,positive,BV1tbq3YVErZ,67.66
有点熟悉了,1,neutral,BV1gXPjzdEMg,289.958
波斯人,1,neutral,BV1gXPjzdEMg,10.287
你被骗了,1,neutral,BV1GJ411x7h7,5.502
灰色是啥玩意,1,neutral,BV1gXPjzdEMg,56.938
波斯王子在美国喊话呢,1,neutral,BV1gXPjzdEMg,18.308
在在在在在在在在++7,1,neutral,BV1tbq3YVErZ,57.317
cs5更新了,1,neutral,BV1GJ411x7h7,62.642
以前的阿富汗富含矿产，别小看啊,1,neutral,BV1gXPjzdEMg,50.519
《轻音少女大学篇》,1,neutral,BV1GJ411x7h7,14.947
审美很好,2,positive,BV1rfwXz6Eih,35.727
怎么感觉脚湿湿的,1,neutral,BV11VA6z2Eaj,34.368
我报赣南师大,1,neutral,BV1ih41147Z6,3.371
这是春卷,1,neutral,BV1PiQZBvEbV,425.054
丢丢丢手帕一路丢,1,neutral,BV1gXPjzdEMg,46.612
有了解过,1,neutral,BV1Ey4y1874y,89.076
我报赣南师大,1,neutral,BV1ih41147Z6,4.932
戴上耳机效果更佳,2,positive,BV1ih41147Z6,0.0
塔塔开 塔塔开,2,positive,BV1tbq3YVErZ,7.84
我报赣南师大,1,neutral,BV1ih41147Z6,3.681
它配和大秦比吗？,0,negative,BV1gXPjzdEMg,36.448
特别潮湿，家具老是发霉，太烦了,0,negative,BV11VA6z2Eaj,22.801
"短期啦,长期啦",1,neutral,BV1gXPjzdEMg,241.897
省流，没什么东西可以撤了。,1,neutral,BV1gXPjzdEMg,0.988
世界上还有这么美的地方吗。,2,positive,BV11VA6z2Eaj,27.352
它配和大秦比吗？,1,neutral,BV1gXPjzdEMg,36.448
扬州三日，嘉定三图,1,neutral,BV11VA6z2Eaj,29.51
俺不吃~俺不吃~~,1,neutral,BV1tbq3YVErZ,4.63
我爸刚弄死他,1,neutral,BV1ih41147Z6,63.058
卟立卜€,1,neutral,BV1tbq3YVErZ,58.103
pcl2,1,neutral,BV1GJ411x7h7,48.916
因为火星哥才来看的,1,neutral,BV1tbq3YVErZ,21.514
聚会z z,1,neutral,BV1tbq3YVErZ,114.083
阿拉伯数字,1,neutral,BV1gXPjzdEMg,23.389
Sony Music官方玩梗,1,neutral,BV1GJ411x7h7,0.0
0  你们，-【】,1,neutral,BV1ih41147Z6,156.795
遗像,1,neutral,BV1gXPjzdEMg,85.833
Ha ha,2,positive,BV1tbq3YVErZ,49.832
那还选个球,0,negative,BV1gXPjzdEMg,126.153
董事长不懂事,1,neutral,BV1gXPjzdEMg,145.3
我报赣南师大,1,neutral,BV1ih41147Z6,5.608
雾色之中，惟此清音,2,positive,BV11VA6z2Eaj,22.851
幼战出第二季了,2,positive,BV1GJ411x7h7,113.169
泡菜国的歌,1,neutral,BV1tbq3YVErZ,76.113
你给我一亿试试,1,neutral,BV1PiQZBvEbV,212.276
朋友，用科技改变生活，上烘干机吧,2,positive,BV11VA6z2Eaj,19.224
酒友现状,1,neutral,BV1tbq3YVErZ,89.403
这不是烟雨啊 这是倾盆大雨,1,neutral,BV11VA6z2Eaj,55.03
这个天气最适合甩两杆,2,positive,BV11VA6z2Eaj,19.381
省流，没什么东西可以撤了。,1,neutral,BV1gXPjzdEMg,0.988
我报赣南师大,1,neutral,BV1ih41147Z6,12.35
给我点赞的人一生大富大贵~,2,positive,BV1GJ411x7h7,78.715
还没有,1,neutral,BV1rfwXz6Eih,7.575
这个位置其实也只是平衡点,1,neutral,BV1gXPjzdEMg,97.437
PCL,1,neutral,BV1GJ411x7h7,38.928
鞋子裤子湿一P,1,neutral,BV11VA6z2Eaj,125.005
亲美派没有军权 你想多了,1,neutral,BV1gXPjzdEMg,158.144
多听听年轻人的声音,1,neutral,BV1gXPjzdEMg,294.316
央视都说是五分之一的油,1,neutral,BV1gXPjzdEMg,217.0
完辣你被骗了,1,neutral,BV1GJ411x7h7,39.981
屁也怪制裁，笑死,2,positive,BV1gXPjzdEMg,293.452
被变化了~,1,neutral,BV1gXPjzdEMg,104.654
｜mL　C,1,neutral,BV1tbq3YVErZ,166.974
三国志11里的合肥，谁在中谁就被冲,1,neutral,BV1gXPjzdEMg,156.696
看懂了,1,neutral,BV1gXPjzdEMg,89.492
源石（,1,neutral,BV1gXPjzdEMg,276.018
123:567 9零零子,1,neutral,BV1tbq3YVErZ,13.254
你  被  骗  了！ ！ ！,1,neutral,BV1GJ411x7h7,0.0
小昭的老家,1,neutral,BV1gXPjzdEMg,31.532
茄子太吸油了吧,1,neutral,BV1PiQZBvEbV,552.66
黑 人 小 哥 发 现 异 常,1,neutral,BV1GJ411x7h7,52.085
波比的游戏时间第六章,1,neutral,BV1GJ411x7h7,9.287
我报赣南师大,1,neutral,BV1ih41147Z6,26.047
火星哥！,2,positive,BV1tbq3YVErZ,72.756
我们成都没有梅雨,1,neutral,BV11VA6z2Eaj,76.291
波斯明教,1,neutral,BV1gXPjzdEMg,20.02
政教合一直接就给摊上紧箍咒了，,1,neutral,BV1gXPjzdEMg,23.614
灰色是啥玩意,1,neutral,BV1gXPjzdEMg,56.938
阿塞拜疆人说了算,1,neutral,BV1gXPjzdEMg,21.12
简单错报,1,neutral,BV1Ey4y1874y,154.26
霍格沃茨海峡,1,neutral,BV1gXPjzdEMg,202.284
波斯王子在美国喊话呢,1,neutral,BV1gXPjzdEMg,18.308
乌镇？,1,neutral,BV11VA6z2Eaj,17.044
现在只能托梦了,1,neutral,BV1gXPjzdEMg,152.105
一定调色了，现在外面灰蒙蒙的,1,neutral,BV11VA6z2Eaj,11.573
我报赣南师大,1,neutral,BV1ih41147Z6,3.266
服了,0,negative,BV11VA6z2Eaj,85.771
1145万播放！,2,positive,BV1ih41147Z6,3.897
他们根本不听,1,neutral,BV1gXPjzdEMg,102.568
卧槽加拿大这么多的吗,2,positive,BV1gXPjzdEMg,265.453
白雨跳珠乱入船,1,neutral,BV11VA6z2Eaj,0.434
像江南太逆天了,1,neutral,BV1gXPjzdEMg,43.572
豪嘟u逗13期,1,neutral,BV1GJ411x7h7,1.157
A～～～～～～～～～～～～,1,neutral,BV1ih41147Z6,168.257
Pe pe pe pe pe pe pe嗯daddy daddy daddy Molly。,1,neutral,BV1tbq3YVErZ,6.371
不好，劲椎开始嘎嘎作响,0,negative,BV11VA6z2Eaj,34.991
我报赣南师大,1,neutral,BV1ih41147Z6,5.911
我报赣南师大,1,neutral,BV1ih41147Z6,2.965
内裤已经潮湿了,2,positive,BV11VA6z2Eaj,6.377
江南在哪？,1,neutral,BV1gXPjzdEMg,43.326
这是歌？？,1,neutral,BV1tbq3YVErZ,5.606
最高领袖=董事长，总统=CEO,1,neutral,BV1gXPjzdEMg,87.954
旧视频新发,1,neutral,BV1gXPjzdEMg,56.296
我报赣南师大,1,neutral,BV1ih41147Z6,12.149
虽然潮，但还是很喜欢下雨天,2,positive,BV11VA6z2Eaj,32.016
干杯，干杯，哦，哦,2,positive,BV1tbq3YVErZ,69.5
你     又     来     了,1,neutral,BV1GJ411x7h7,0.238
哈哈哈,2,positive,BV1PiQZBvEbV,76.596
[前方高能],1,neutral,BV1GJ411x7h7,3.087
私人音乐,1,neutral,BV1tbq3YVErZ,20.74
恭喜点进来的人被骗了,1,neutral,BV1GJ411x7h7,14.411
便便,1,neutral,BV1DT4y1N7Bk,16.684
发过一遍了把,1,neutral,BV1gXPjzdEMg,249.106
我爸刚弄死他,1,neutral,BV1ih41147Z6,62.598
哇，我的城市,2,positive,BV11VA6z2Eaj,29.606
我叫白羽恋，愿者上钩,1,neutral,BV1GJ411x7h7,7.717
弹幕好天真，有点蠢,0,negative,BV1gXPjzdEMg,163.503
在干嘛了呀亲爱的,1,neutral,BV1tbq3YVErZ,163.305
河南话,1,neutral,BV1tbq3YVErZ,4.392
像江南太逆天了,1,neutral,BV1gXPjzdEMg,43.572
江南是土耳其,1,neutral,BV1gXPjzdEMg,59.807
MC1.22发布,1,neutral,BV1GJ411x7h7,58.28
和泰国差不多,1,neutral,BV1gXPjzdEMg,98.575
被炸死了,1,neutral,BV1gXPjzdEMg,98.376
继续蹭火星哥哦,1,neutral,BV1tbq3YVErZ,1.407
《钢铁雄心9预告片》,1,neutral,BV1GJ411x7h7,165.268
已经觉得身上黏黏的了,1,neutral,BV11VA6z2Eaj,9.283
阿富汗没那么重要,1,neutral,BV1gXPjzdEMg,47.145
参考一岗双责,1,neutral,BV1gXPjzdEMg,81.79
我报赣南师大,1,neutral,BV1ih41147Z6,14.139
真的好洗脑哈哈哈哈哈,2,positive,BV1tbq3YVErZ,129.533
播 放 按 钮,1,neutral,BV1GJ411x7h7,118.41
紧跟时事,1,neutral,BV1gXPjzdEMg,301.822
波司登羽绒服,1,neutral,BV1gXPjzdEMg,18.662
我爸刚弄死他,1,neutral,BV1ih41147Z6,65.479
一个大摩生活这么多赞,1,neutral,BV1GJ411x7h7,4.501
A————————————！！！,2,positive,BV1ih41147Z6,165.453
APT无套利模型，CAPM不服,1,neutral,BV1tbq3YVErZ,0.64
我爸刚弄死他,1,neutral,BV1ih41147Z6,8.254
好家伙，不带耳机也有左右声道,2,positive,BV1ih41147Z6,76.779
两千年前就锁死的宗教,1,neutral,BV1gXPjzdEMg,133.783
No,1,neutral,BV1DT4y1N7Bk,97.939
西递宏村,1,neutral,BV11VA6z2Eaj,147.582
没啊，喂啊嗯。,1,neutral,BV1tbq3YVErZ,132.671
姑娘一句春不晚，小伙买房又贷款,1,neutral,BV11VA6z2Eaj,22.871
开头图片：你已急哭,2,positive,BV1gXPjzdEMg,0.898
一眼看成莱德尔,1,neutral,BV1tbq3YVErZ,9.703
刚弄死他,1,neutral,BV1ih41147Z6,80.526
小君快变完声了,1,neutral,BV1PiQZBvEbV,619.847
